"accessno","author"
"0000009990","Margerison, Charles"
"0000009991","McEwan, Ian"
"0000009992","Malcolm, Jahnna N."
"0000009993","Mejillano, Evelina A."
"0000009994","McGinnis, Alan Lay"
"0000009995","Melchor, Merci"
"0000009996","Mendoza, Sylvia Mendez"
"0000009997","Mora得, Perla eltran"
"0000009998","Macarubbo, J."
"0000009999","Lorenzo y Rafols, Maria Luisa"
"0000010000","Kolak, Daniel"
"0000010001","Peel, John"
"0000010002","Dixon, Franklin W."
"0000010003","Dixon, Franklin W."
"0000010004","Dixon, Franklin W."
"0000010005","Dixon, Franklin W."
"0000010006","Dixon, Franklin W."
"0000010007","Dixon, Franklin W."
"0000010008","Martin, Ann M."
"0000010009","Jordan, Robert"
"0000010010","Barrie, 5M"
"0000010011","Dubowski, Cathy East"
"0000010012","Benjamin, David"
"0000010013","Benjamin, David"
"0000010014","Alexander, Brandon"
"0000010015","Dubowski, Cathy East"
"0000010016","Gallagher, diana G."
"0000010017","Pass, Erica"
"0000010018","Kaye,Manilyn"
"0000010019","Kaye, Marilyn"
"0000010021","Kaye, Marilyn"
"0000010022","Kaye, Marilyn"
"0000010023","Galsworthy, John"
"0000010024","Shakspeare, William"
"0000010025","Shakespeare, William"
"0000010026","Shakespeare, William"
"0000010027","Shakespeare, William"
"0000010028","Merrill, Cade"
"0000010029","Hyde, Catherine Ryan"
"0000010030","Bisson, Terry"
"0000010031","Barron, T.A."
"0000010032","North, Sterling"
"0000010033","Montgomery, Lucy Maud"
"0000010034","Harn's Joshua"
"0000010035","Orbeta, Ramon Nepomuceno"
"0000010036","Uygan, Felicitas R."
"0000010037","Lovasik, Laurence G., S.V.D."
"0000010039","Linn, Dennis S.J."
"0000010040","Medina, Purita H."
"0000010041","Medina, Purita H."
"0000010042","Zipes, Jack"
"0000010043","Wu, Tomas C."
"0000010044","Williams, Al, 1963"
"0000010045","Wentworth, R.A.D."
"0000010046","Well, Garth"
"0000010047","Watterson, Karen L."
"0000010048","Gellman, Rabbi Marc"
"0000010049","Walizer, Michael H."
"0000010054","White, Chris"
"0000010056","Mora得, Perla B."
"0000010057","Murphy, Daniel"
"0000010058","Mckeachie, Wilbert J."
"0000010059","Mittler, Gene"
"0000010060","Macalindog, Evangelina K.J."
"0000010062","McCombs, Barbara L."
"0000010063","McNiel, John D."
"0000010064","Brown, Kelli McCormack"
"0000010065","Mary, Sr. Judith, D.P."
"0000010067","Pennnock, Michael"
"0000010068","Trainor, Timothy N."
"0000010069","Tjosvold, dean"
"0000010070","TOmas, Andres D."
"0000010071","Cruz, Roberto P."
"0000010072","Ornstein, Allan C."
"0000010073","Neff, William Lee"
"0000010074","Gonzalez, Andrew"
"0000010075","Navarro, Dr. Josefina"
"0000010077","Navarro, Leticia S."
"0000010078","Landito, Lydia M."
"0000010079","Lovasik, Luarence G. S.V.D."
"0000010080","Lovasik, Laurence G. S.V.D."
"0000010081","Laya, Jaime C."
"0000010082","Ledesma, Consuelo P."
"0000010083","Lawaon, Don"
"0000010084","McMahon, Edwin M. S.J."
"0000010085","Stewart, Jillian"
"0000010086","Manaois, German M., M.A."
"0000010087","Stewart, Jillian"
"0000010088","Schildt, Hubert"
"0000010089","Silberberg, Martin S."
"0000010090","Luz Emmanuel Soriano, R.A."
"0000010091","Sargeson, Bridget"
"0000010092","Gottleber, Timothy T."
"0000010093","Soriano, Robert T."
"0000010095","Serrano, Josephine B."
"0000010097","Stoker, Bram"
"0000010098","Macapagal, Diosdado"
"0000010099","Mouse, Ralph S."
"0000010100","Macalindong, Evangelina K.J."
"0000010101","Nueva Espa帶, Rebecca C."
"0000010102","Padilla, Cabrina Hurtado"
"0000010104","Paltao, Juan La."
"0000010106","Panganiban, J. Villa"
"0000010107","Pasachoff, Jay M."
"0000010108","Vico, Lorelei L."
"0000010109","Uygan, Felicitas R."
"0000010110","Peel, John"
"0000010112","Porter, George"
"0000010113","Zelinsky, Paul O."
"0000010114","Darling, Louis"
"0000010115","Bray, Libba"
"0000010116","Waricha, Jean"
"0000010117","CHristie, Amanda"
"0000010118","Christie, Amanda"
"0000010119","Christie, Amanda"
"0000010120","Martin, S.R."
"0000010121","Martin, S.R."
"0000010122","Lipton, Laura"
"0000010123","Langley, Andrew"
"0000010124","Kohd, Mary Ann F."
"0000010125","Sebastian, Victoria V."
"0000010125","Bautista, Ma. Cleopatra T."
"0000010127","Hudson, Jan"
"0000010128","Suaco, Consollascion P."
"0000010129","Dominguez,Dr. Leticia F."
"0000010130","Buatista, Luwalhati"
"0000010131","Pineda, Dorina G."
"0000010132","Bautista, Luwalhati"
"0000010133","Downie, N.M."
"0000010134","De Guzman, Ines Alcantara"
"0000010135","Colla, Luc"
"0000010138","Paterno, Maria Elena"
"0000010139","Pennock, Michael"
"0000010140","Bautista, Luwalhati"
"0000010141","Avena, Lorenza"
"0000010142","Sauco, Consolacion P."
"0000010143","Hardon, John A. S.J."
"0000010146","Fox, Robert A."
"0000010147","Bhanot, D.R."
"0000010148","Bhanot, D.R."
"0000010149","Bhanot, D.R."
"0000010150","Bhanot, D.R."
"0000010151","Bhanot, D.R."
"0000010152","Dizon, Rolando"
"0000010153","Dormiendo, Justino"
"0000010154","uranza, Azucena Grajo"
"0000010157","Bilasano, Jose B."
"0000010158","Dadufalsa, Corazon P."
"0000010159","Powell, Thomas A."
"0000010160","Enverga, Tobias Y."
"0000010161","Enverga, Tobias Y."
"0000010162","Enverga, Tobias Y."
"0000010163","Enverga, Tobias Y."
"0000010164","Envegra, Tobias Y."
"0000010165","Dumual, Rocio R."
"0000010167","Bronte, Enrile"
"0000010171","Uygan, Felicitas R."
"0000010173","Frank, Anne"
"0000010174","Frank, Anne"
"0000010175","Frank, Anne"
"0000010176","Frank, Anne"
"0000010177","Frank, Anne"
"0000010178","Frank, Anne"
"0000010179","Frank, Anne"
"0000010180","Frank, Anne"
"0000010181","Frank, Anne"
"0000010182","Frank, Anne"
"0000010183","Frank, Anne"
"0000010184","Duldulao, Manuel D."
"0000010187","Goleman, Daniel"
"0000010188","Guerro, Juanita S."
"0000010189","Cunningham, Marilyn"
"0000010190","Davidson, Lisa"
"0000010191","Dela Cruz, Edna Montano"
"0000010192","Delors, Jacques"
"0000010193","Delos Reyes, Aloma Monte"
"0000010194","Dewey, McNil, 1851 - 1931"
"0000010196","Di帶so, Clarita P."
"0000010198","Busby, F.M."
"0000010199","Chambers, Diane P."
"0000010208","Fukasaku, Mitsusado"
"0000010209","Ellis, Elizabeth Gaynor"
"0000010213","Villegas, Arturo N."
"0000010216","Dickens, Charles"
"0000010219","Ingram, Anne"
"0000010220","Gabriel, Manuel"
"0000010221","Galang, Ricardo C."
"0000010222","Gamos, Albert"
"0000010225","Hartman, monsignor Thomas"
"0000010227","Kinder, Faye"
"0000010228","Kliatchko, Jacobson G."
"0000010229","Keating, H.R.F."
"0000010230","Kawatra, P.S."
"0000010231","Johanson, Alice Nicole"
"0000010232","Johanson, Alice Nicole"
"0000010233","Johanson, Alice Nicole"
"0000010234","Bailey, Donna"
"0000010235","Bailey, Gerry"
"0000010236","Anderson, Bernhard W."
"0000010237","Anguellas, Rev. Ramon C. D.D."
"0000010239","Apostoli, Andrew, CFR"
"0000010241","Alejandro, Andrea"
"0000010242","Buensuceso, Teresita S."
"0000010243","Brwone, M. Neil"
"0000010244","Brine,Burney"
"0000010245","Blanco, Glenda P."
"0000010246","Belvez, Paz M."
"0000010247","Baybay, Dulce Fetin"
"0000010248","Belen, Lydia S."
"0000010249","Basadre, Roberto C."
"0000010250","Ball, Jacqueline A."
"0000010251","Balazo, Illuminada C."
"0000010252","Cruz, Roberto P."
"0000010253","Ulep, Soledad A."
"0000010254","Johanson, Alice Nicole"
"0000010255","James, Henry"
"0000010256","Schildt, Hubert"
"0000010258","Hardno, John A., SJ"
"0000010259","Hardno, John A., SJ"
"0000010260","Heath, R.W."
"0000010261","Harper, Peter"
"0000010262","Hernandez, Amado V."
"0000010263","Hurwitz, Howard L. Ph.D."
"0000010264","Hill, Susan"
"0000010265","Hill, John W."
"0000010266","Hoffman, Norman S."
"0000010268","Hirschhorn, Larry"
"0000010269","Hardy, Thomas"
"0000010270","Guillemette, Nil"
"0000010271","Eilens, Franz-Josef, SVD"
"0000010272","Forline, Gary"
"0000010273","Gillman, John"
"0000010274","Higgins, Gregory C."
"0000010275","Dangaho, Cora"
"0000010276","Cassidy, Sheila"
"0000010277","Bagadiong, Anna, FSP"
"0000010278","Aguilar, Marlene"
"0000010305","Go, Josiah"
"0000010306","Go, Josiah"
"0000010311","Gold, Beckey"
"0000010312","Flores, Karen"
"0000010313","Mcdonald, Megan"
"0000010314","Tyler, Amy J."
"0000010315","Ricci, Christine"
"0000010395","Brown, Graham"
"0000010396","Brown, Graham"
"0000010397","Brown, Graham"
"0000010398","Brown, Graham"
"0000010399","Brown, Graham"
"0000010400","Brown, Graham"
"0000010401","Brown, Graham"
"0000010402","Brown, Graham"
"0000010403","Brown, Graham"
"0000010404","Brown, Graham"
"0000010405","Brown, Graham"
"0000010406","Brown, Graham"
"0000010407","Brown, Graham"
"0000010408","Brown, Graham"
"0000010409","Brown, Graham"
"0000010410","Brown, Graham"
"0000010411","Brown, Graham"
"0000010412","Brown, Graham"
"0000010413","Brown, Graham"
"0000010416","Heyman, Patricia A."
"0000000122","Harvey, Michael D."
"0000010440","H M Deitel"
"0000010440","P J Deitel"
"0000010441","H M Deitel"
"0000010441","P J Deitel"
"0000010442","H M Deitel"
"0000010442","P J Deitel"
"0000010443","H M Deitel"
"0000010443","P J Deitel"
"0000010444","H M Deitel"
"0000010444","P J Deitel"
"0000010445","H M Deitel"
"0000010445","P J Deitel"
"0000010446","H M Deitel"
"0000010446","P J Deitel"
"0000010447","H M Deitel"
"0000010447","P J Deitel"
"0000010448","H M Deitel"
"0000010448","P J Deitel"
"0000010449","Ribo, Lourdes M."
"0000010449","Reyes, Linda D."
"0000010449","Sr. Racadio, Bernadette, SPC"
"0000010450","Ribo, Lourdes M."
"0000010451","Ribo, lourdes M."
"0000010452","Ribo, Lourdes M."
"0000010453","Rionda, Carolina S.A."
"0000010454","Villarroel, Fidel, O.P."
"0000010455","Flores, Magelendi Magallona"
"0000010456","Flores, Magelendi Magallona"
"0000010457","Tiempo, Edilberto K."
"0000010458","Dalisay, Jose Y. Jr."
"0000010459","Bilgera, Melchora Damiian"
"0000010460","Sebastia, Victoria V."
"0000010462","Tiempo, Edilberto K."
"0000010463","Aldana, Cornelia H."
"0000010465","Arceo, Liwayway A."
"0000010466","Francisco, Lazaro"
"0000010467","Gonzalez N.V.M."
"0000010468","Francisco, lazaro"
"0000010469","Mukalel, Dr. Joseph C."
"0000010470","Alba, Rene"
"0000010471","Clapham, Christopher"
"0000010472","Serano, Josephine B."
"0000010474","Gonzalez, N.V.M."
"0000010476","Canonigo, C.S."
"0000010477","De Guzman, Maria Odulio"
"0000010478","Mariano, Angela C."
"0000010479","Gabriel, Josefina Payawal"
"0000010481","Jimena, Brenda Magturo"
"0000010482","Aguilar, Elizabeth C."
"0000010483","Bautista, Magdalena B."
"0000010484","Aquino, Francisca Reyes"
"0000010485","Fabio, Celestino R."
"0000010486","Tulip, JEnny"
"0000010487","Singh Uttam Kumari"
"0000010490","Chamberlain, Valerie"
"0000010491","Rizal, Jose P."
"0000010492","Franko, Aurora ."
"0000010493","Sebastian, Butch"
"0000010494","Cabading, Lourdes A."
"0000010495","Zablan, Emma S."
"0000010496","Pablo, Gracia Divina"
"0000010497","Montano, Luzviminda M."
"0000010498","Youngs, Bettie B."
"0000010499","Zaide, Gregorio T."
"0000010500","Aguilar, Elizabeth C."
"0000010501","Arceo, Liwayway A."
"0000010502","Canfield,Jack"
"0000010503","Canfield, Jack"
"0000010506","Terner, Margaret"
"0000010507","Shakespear, William"
"0000010508","Shakespear, William"
"0000010509","Shakespear, William"
"0000010510","Soliven, Marivi V."
"0000010511","Santos, Rosario"
"0000010512","Soliven, Marivi V."
"0000010513","Shakespeare, William"
"0000010514","Shakespeare, William"
"0000010515","Maugham, Somerset, M."
"0000010516","Melville, Herman"
"0000010517","Kendall, Carol"
"0000010518","Hugo, Victor"
"0000010519","Hugo, Victor"
"0000010520","Gray, Elizabeth Janet"
"0000010521","Gardner, J.J."
"0000010522","Gilmour, H.B."
"0000010523","Dickinson, Peter"
"0000010524","Coville's Bruce"
"0000010525","Coville's, Bruce"
"0000010526","Coville's, Bruce"
"0000010527","Crichton, Michael"
"0000010528","Blyton, Guid"
"0000010529","Bkyton, Guid"
"0000010530","Blyton, Guid"
"0000010532","Blyton, Guid"
"0000010533","Blyton, Guid"
"0000010534","Blyton, Guid"
"0000010535","Blyton, Guid"
"0000010536","Blyton, Guid"
"0000010537","Blanco, Marvi S."
"0000010538","Buzz, Pruitt"
"0000010541","Kerrod, Robin"
"0000010542","Kerrod, Robin"
"0000010543","Kerrod, Robin"
"0000010544","Kerrod, Robin"
"0000010545","Kerrod, Robin"
"0000010546","Kerrod, Robin"
"0000010547","Kerrod, Robin"
"0000010549","Wallechinsky, David"
"0000010566","Pollard, Michael"
"0000010572","Matthew, Martin S."
"0000010573","Jacobs, Timothy"
"0000010578","Doleman, Edgar C., Jr."
"0000010579","Cook, Chris, 1945"
"0000010580","Zaide, Gregorio"
"0000010581","zaide, Gregorio F."
"0000010582","Villnueva, Leandro C."
"0000010583","Villacorte, Rolando E."
"0000010584","Tapiador, Genendo, R., SSL"
"0000010587","Santiago, Katherine"
"0000010589","Sotto, Vicente C. III"
"0000010592","Belita, Jaime C.M."
"0000010593","Buenrostro, Juan C. Jr."
"0000010594","Almonte, Andrew Maria"
"0000010595","Aurelio, John"
"0000010596","Andres, Tomas"
"0000010598","Quito, Rosario S., iCM"
"0000010600","Bucki, Lisa"
"0000010601","McPolic, James"
"0000010604","Conwell, Russel H."
"0000010605","Clemens, Stanley R."
"0000010606","Dodd, Christine"
"0000010609","Hirschhorn, Larry"
"0000010612","Hardy, Thomas"
"0000010613","Jasmine, Julia"
"0000010614","Know, Ian"
"0000010616","Maltby, Sally"
"0000010617","McGinnis, Alan Loy"
"0000010621","Reeve, Johnmarshall"
"0000010622","Rozakis, Laurie"
"0000010624","Wiggins, Grant P."
"0000010626","Weber, Louis"
"0000010627","Wood, Karlyn E."
"0000010628","Wicks, Louis Claude"
"0000010629","Young, Bettie B."
"0000010631","Gray, John"
"0000010632","Kaye, Marilyn"
"0000010633","Kaye, Marilyn"
"0000010634","Kaye, Marilyn"
"0000010635","Kaye, Marilyn"
"0000010636","Kaye, Marilyn"
"0000010637","Kaye, Marilyn"
"0000010638","Kaye, Marilyn"
"0000010641","ANdres, Tomas Q."
"0000010642","Aquino, Gaudencio V."
"0000010643","Anenas, Mar DJ"
"0000010644","Florence, Nightingale"
"0000010645","Ellsberg, Robert"
"0000010646","De Leon, Hector S."
"0000010647","de Leon, Hector S."
"0000010648","Daza, Nora V."
"0000010650","Carandang, Maria Lourdes Arellano"
"0000010651","Gray, John"
"0000010652","Gray, John"
"0000010653","Gray, John"
"0000010656","McPolin, James"
"0000010658","Flores, Magelendi Magallona"
"0000010659","Bilgera, Melchora Damian"
"0000010660","Sebastian, Victoria V."
"0000010665","Aldana, Cornelia H."
"0000010676","Serano, Josephine B."
"0000010693","Aguilar, Elizabeth C."
"0000010710","Sebastian, Butch"
"0000010711","Cabading, Lourdes A."
"0000010712","Zablan, Emma S."
"0000010713","Pablo, Gracia Divina"
"0000010714","Montano, Luzviminda M."
"0000010715","Youngs, Bettie B."
"0000010716","Zaide, Gregorio"
"0000010717","Andres, TOmads"
"0000010718","Andres, Tomas"
"0000010719","Miranda, Gregorio S."
"0000010720","Orosa, Sixto Y., Dr."
"0000010721","de Dios, Emmanuel S."
"0000010721","George, Susan"
"0000010723","Lorenzo, J. Ramon S."
"0000010727","Kalwa, T.M."
"0000010732","Acelajado, Maxima J."
"0000010733","Agbuya, Grace C."
"0000010735","Amery, Heather"
"0000010736","Andin, Carmen Tabije"
"0000010737","Basbas, Leonora David"
"0000010738","Basbas, Leonora David"
"0000010739","Bautista, Evangeline P."
"0000010740","Bucad, Merlinda"
"0000010743","Calderon, Jose F."
"0000010744","Capistrano, Adela A."
"0000010745","Casihan, Luvini L."
"0000010747","Cruz, Carmelita U."
"0000010750","Dela Cruz, Mercedita R."
"0000010751","Diaz, Eden C."
"0000010752","Dominguez, Vilma S."
"0000010756","Gabriel,Lamberto P."
"0000010757","Gonzales, Andrew, FSC"
"0000010759","Gorospe, Evelyn O."
"0000010761","Gorospe, Evelyn O."
"0000010763","Gornes, Ma. Herminia G., RVM"
"0000010765","Gornes, Ma. Herminia RVM"
"0000010772","Leuterio, Florida C."
"0000010773","Manaog, Jesus C."
"0000010776","Mejillano, Evelina A."
"0000010779","Monserrate, Edita C."
"0000010781","Pedrajas, Teresita P."
"0000010782","Pegrajas, Teresita P."
"0000010783","Punsalan, Twila Gaerlan"
"0000010785","Rabago, Lilia M."
"0000000343","Religioso, Teresita F."
"0000010787","Rionda, Carohina S.A."
"0000010789","Salibay, Esteban T., Jr."
"0000010791","Samson, Alexander R."
"0000010792","San Pedro, Azucena"
"0000010794","San Jose, Ronlado M."
"0000010796","Sabastian, Victoria V."
"0000000344","Sebastian, Victoria V."
"0000010798","Tuvilla, Ma. Victoria L."
"0000010799","Tuvilla, Ma. Victoria L."
"0000010800","Tuvilla, Ma. Victoria L."
"0000010803","Werle, Loukie"
"0000000308","Zaide, Sonia M., Dr."
"0000010805","Zaide, Sonia M."
"0000010807","Villanueva, Rene O."
"0000010808","Villanueva, Rene"
"0000010809","Falkus, Christopher"
"0000010810","Generi, Anita"
"0000010811","Generi, Anita"
"0000010812","Spurgeon, Maureen"
"0000010816","Farndon, John"
"0000010817","Farndon, John"
"0000010818","Farndon, John"
"0000010819","Farndon, John"
"0000010820","Frandon, John"
"0000010821","Whiter, Barb"
"0000010822","Spurgeon, Maureen"
"0000010823","Parker, Steve"
"0000010824","Spureon, Maureen"
"0000010825","Reyes, Severino"
"0000010826","Coyiyto, Samantha Mac Mac T."
"0000010827","Chia, Stephen"
"0000010830","Albee, Sarah"
"0000010831","Braybrooks, Ann"
"0000010832","TalKington, Bruce"
"0000010833","French, Vivian"
"0000010834","manuel, Arsenio E."
"0000010835","Prudente, Felicidad A."
"0000010836","Ganeri, Anita"
"0000010837","Johnson, Jinny"
"0000010839","St. Claire, Geraldine"
"0000010840","Villanueva, Rene O."
"0000010841","Villanueva, Rene O."
"0000010842","Villanueva, Rene O."
"0000010843","Villanueva, Rene O."
"0000010844","Antonio, Lamberto"
"0000010845","Molina, Russell"
"0000010846","Lee, Gabby"
"0000010847","Tejido, Jose Miguel"
"0000010848","A得nuevo, Victoria"
"0000010849","Villnueva, Rene O."
"0000010850","Paterno, Maria Elena"
"0000010851","Middlemiss, Prisca"
"0000010855","Blyton, Enid"
"0000010862","Blyton, Enid"
"0000010865","Blyton, Enid"
"0000010873","Smith, Alexander Gordon"
"0000010879","Blyton, Enid"
"0000010884","Alba, Rene"
"0000010885","Esto, Rey"
"0000010889","Blyton, Enid"
"0000010896","Blyton , Enid"
"0000010897","Blyton, Enid"
"0000010898","Albee, Sarah"
"0000010899","Alexander, Liza"
"0000010900","Waddell, Amrtin"
"0000010901","Knudsen, Michelle"
"0000010902","Bottner, Barbara"
"0000010903","Mayer, Mercer"
"0000010904","Torrey, Richard"
"0000010905","Weiss, Ellen"
"0000010906","Cerasini, Marc"
"0000010907","Herman, Gail"
"0000010908","Albee, Sarah"
"0000010909","Holub, Joan"
"0000010910","Arnold, Eric"
"0000010911","Herman, Gail"
"0000010912","Lenon, Nolan M."
"0000010913","Butaran, Rosario B."
"0000010914","Gevaert, Francis, CICM"
"0000010919","Mattews, Rupert"
"0000010922","Lacey, Sue"
"0000010923","Lacey, Sue"
"0000010924","Richards, John"
"0000010925","Cato, Sheila"
"0000010932","Blyton, Enid"
"0000010934","Blyton, Enid"
"0000010935","Blyton, Enid"
"0000010940","Enomoto, Nobnyuoshi"
"0000010941","Williams, Brian"
"0000010942","Trent, Lynda"
"0000010943","terruwe, Anna A., M.D."
"0000010944","Wright, Bob"
"0000010945","Valles, Carlos G."
"0000010946","Johnson, Art"
"0000010947","Manalo, Adelaida P."
"0000010948","Bambico, Evelyn P."
"0000010949","Daluz, Felicidad C."
"0000010952","Yuringco, Juanito D."
"0000010953","Gaulan, Amelita A."
"0000010955","Capps, Lilon R."
"0000010956","Jimenez, Brenda M."
"0000010957","Ferna, Luzviminda C."
"0000010958","Jemena, Brenda Magturo"
"0000010960","Villano, Rechilda P."
"0000010961","Ba庸z, Myrna S."
"0000010962","Perez, Roma G."
"0000010963","Sirios, Aida"
"0000010964","Sirios, Aida P."
"0000010965","Alcoda, Edotha M."
"0000010966","Zablan, Emma S."
"0000010967","Vicencio, Evelina M."
"0000010968","Cohen, Michael R."
"0000010969","Madriaga, Lucita A."
"0000010970","Coronel, Carmelita"
"0000010971","Rivera, Elsa Magallanes"
"0000010972","Fajardo, Brenda Villanueva"
"0000010973","laurente, Angela"
"0000010974","Cinco, Luzviminda F."
"0000010975","Ba庸z, Myrna Santiago"
"0000010978","Angeles, Evelyn P."
"0000010979","Angeles, Evelyn P."
"0000010984","Buturan, Rosario B."
"0000010985","Buturan, Rosario B."
"0000010986","Elazegui, Julieta B."
"0000010987","Amoto, Tito B. Jr."
"0000010988","Reyes, Ma. Tita D."
"0000010989","Ecalde, Felix G."
"0000010990","Santiago, Angela"
"0000010991","Superio, Taribia"
"0000010994","Campbell, Paul E."
"0000010995","Sterling, Edna L."
"0000010996","dagoon, Jesse D."
"0000010998","de Guzman, Ines Alcantara"
"0000010999","Lacson, Cecilia"
"0000011000","Santos, Emilino"
"0000011002","Alberto, Myrna R."
"0000011004","Vicencio, Evelina M."
"0000011005","Tintero, Felipa L."
"0000011006","Ballesteros, Carmelita A."
"0000011007","Valmosida, Eduard M."
"0000011009","Casupag, Antonio"
"0000011010","Villamayor, Adla C."
"0000011013","ALvarez, Editha"
"0000011017","Tintero, Felipa L."
"0000011020","Padilla, Cobrina H."
"0000011021","Rosales, Eleonor Z."
"0000011022","Leal, Salilla Salazar"
"0000011023","Hosaka, Pacita E."
"0000011024","Hornada, Margarita V."
"0000011025","Angeles, Evelyn P."
"0000011026","Bellesteros, Carmelita Cochingco A."
"0000011028","Aragones, Helen"
"0000011029","Vicencio, Evelina M."
"0000011034","Tadeo, Milagros C."
"0000011035","Renshaw, Elspeth"
"0000011036","Poloyapoy, Elisa D."
"0000011038","Payongayong, Illuminada N."
"0000011039","Abenojar, Trinidaad O."
"0000011040","Leonora L. Oriondo"
"0000011043","Cantalejo, Mirla N."
"0000011044","Cordeo, Aurora S."
"0000011048","Savary, Louis M."
"0000011059","Stevenson, Robert Lovis"
"0000011060","Steinback, John"
"0000011066","Mahler, Henry R."
"0000011067","Mathew, Martin S."
"0000011068","Nida, Eugene A., Ph.D."
"0000011070","Petter, Marguerete"
"0000011116","Norton, Peter"
"0000011117","Sta. Romana-Cruz, Neri"
"0000011119","Baskin, Otis W."
"0000011121","Aronoff, Craig E."
"0000011122","Dumol, Paul A."
"0000011123","Stahl, Lesley"
"0000011124","Brown, Lester R."
"0000011126","Baskin, Otis W."
"0000011127","Aronoff, Craig E."
"0000011128","Brown, Raymond E."
"0000011129","Espiritu, Socorro C."
"0000011130","Bustos, Alicia S."
"0000011131","Broers, Michael"
"0000011133","Bolton, W.F. (Whitney French)"
"0000011134","Baraceros, Ester L."
"0000011135","Baraceros, Ester L."
"0000011136","Bacungan, Cleofe M."
"0000011138","Vea, Agnes B."
"0000011139","Ladera, HElen P."
"0000011141","Bacungan, Cleofe M."
"0000011142","Buechner, Frederick"
"0000011143","Belyayev, B.V."
"0000011144","Kane, Alex"
"0000011146","Kane, Alex"
"0000011147","Kane, Alex"
"0000011148","Kane, Alex"
"0000011150","Berger, Melvin"
"0000011152","Bodie, Zvi"
"0000011157","Jeffreis, David"
"0000011163","Terban, MArvin"
"0000011164","Leonhardt, Mary"
"0000011166","Danziger, Paula"
"0000011167","Olaivar, Concepsion, R.V.M."
"0000011168","Dionisio, Purita L."
"0000011170","Minez, Annie R."
"0000011172","Mendoza, Elena A."
"0000011173","Mendoza, Elizabeth Sonto"
"0000011174","Mendiola, Cecilia"
"0000011176","Lazatin, Josephine F."
"0000011177","Miraflores, Nicol"
"0000011179","Mainita, Rosario E."
"0000011181","Maminta, Rosario E."
"0000011182","Villflores, Nieves S."
"0000011188","Resvona, Vilma M."
"0000011189","Rodriguez, Wilhelmina Paras"
"0000011191","Rodriguez, Wilhelmina Paras"
"0000011193","Victoria, Anastacio C."
"0000011195","Anastacio, Teresita M."
"0000011199","Asuncion, Corazon C."
"0000011200","Padilla, Cabrina H."
"0000011201","Anastacio, Teresita M."
"0000011202","Anastacio, Teresita M."
"0000011203","Theodorica, Rod"
"0000011204","Theodorica, Rod"
"0000011205","Theodorou, Rod"
"0000011206","Theodorou, Red"
"0000011207","Theodorou, Rod"
"0000011215","Paker, Josephine"
"0000011216","Paker, Josephine"
"0000011217","Paker, Josephine"
"0000011218","Paker, Josephine"
"0000011219","Paker, Josephine"
"0000011220","Paker, Josephine"
"0000011221","Paker, Josephine"
"0000011222","Paker, Josephine"
"0000011223","Paker, Josephine"
"0000011224","Paker, Josephine"
"0000011225","Paker, Josephine"
"0000011226","Paker, Josephine"
"0000011227","Paker, Josephine"
"0000011228","Paker, Josephine"
"0000011229","Paker, Josephine"
"0000011230","Paker, Josephine"
"0000011231","Paker, Josephine"
"0000011232","Paker, Josephine"
"0000011233","Paker, Josephine"
"0000011235","Paker, Josephine"
"0000011236","Paker, Josephine"
"0000011237","Paker, Josephine"
"0000011238","Paker, Josephine"
"0000011239","Paker, Josephine"
"0000011241","Theodorou, ROd"
"0000011243","Otero, Marietta R."
"0000011244","Lewis, C.S."
"0000011245","Medrano, Zosima S."
"0000011247","Monsarrete, Editha C."
"0000011248","Oandasan, Rebecca Carnay"
"0000011249","Palma, Leonida C."
"0000011250","Palma, Leonida C."
"0000011251","Oriondo, Leonora L."
"0000011252","Palma, Leonida C."
"0000011253","Pineda, Dorina G."
"0000011254","Raflores, Ester V."
"0000011255","Regala, Bella P."
"0000011256","Romero, Angelita D."
"0000011257","Rozas, Victoria S."
"0000011259","Sapuay, Leonard F."
"0000011260","Sauco, Consolacion P."
"0000011261","Sevecruz, Consolacion G."
"0000011262","Soriano, Ana C."
"0000011263","Tamidles, Santiago O."
"0000011264","Ramidles, Santiago O."
"0000011265","Cruz, Rosario Claridad"
"0000011266","Buturan, Rosario B."
"0000011267","Buturan , Rosario B."
"0000011268","Alviar, Herminia E."
"0000011269","Abeja, Lydia C."
"0000011270","Long, Larry"
"0000011271","Long, Larry"
"0000011272","Liethold, Lowis"
"0000011273","Leithold, Louis"
"0000011275","Leithold, Lovis"
"0000011276","ELbow, Peter"
"0000011277","Martin, Ann M."
"0000011278","Olaivar, Concepcion, RVM"
"0000011279","Austen, Jane"
"0000011280","Martin, Ann M."
"0000011281","Nixon, Joan Lowery"
"0000011282","Martin, Ann M."
"0000011283","Martin, Ann M."
"0000011284","Keene, Carolyn"
"0000011285","Hill, Laban Carrick"
"0000011286","john, Laurie"
"0000011287","Appleate, Katherine"
"0000011289","Butaran, ROsario B."
"0000011290","London, Jack"
"0000011291","Maclaine, Shirley"
"0000011292","Hamilton, Celeste"
"0000011293","Dickens, Charles"
"0000011295","Conrad, Joseph"
"0000011296","William, Kate"
"0000011298","Caroll, Lewis"
"0000011299","Pike, Christopher"
"0000011301","Conrad, Joseph"
"0000011302","Pascal, Francine"
"0000011303","Dickens, Charles"
"0000011305","Javier, Concepcion D."
"0000011307","Jarder, Tomasita J."
"0000011308","Jardin, Lucina T."
